#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HOXA13	HOXA10	9606.ENSP00000497112	9606.ENSP00000283921	0	0	0	0.603	0.487	0	0	0.595	0.784
HOXA3	HOXA10	9606.ENSP00000484411	9606.ENSP00000283921	0	0	0	0.605	0.487	0.134	0	0.446	0.732
HOXA3	HOXA9	9606.ENSP00000484411	9606.ENSP00000343619	0	0	0	0.682	0.430	0.134	0	0.502	0.733
HOXA3	HOXA4	9606.ENSP00000484411	9606.ENSP00000479166	0	0	0	0.693	0.796	0	0	0.267	0.844
HOXA4	HOXA3	9606.ENSP00000479166	9606.ENSP00000484411	0	0	0	0.693	0.796	0	0	0.267	0.844
HOXA9	HOXA10	9606.ENSP00000343619	9606.ENSP00000283921	0	0	0	0.774	0.905	0	0	0.300	0.931
HOXA9	HOXA3	9606.ENSP00000343619	9606.ENSP00000484411	0	0	0	0.682	0.430	0.134	0	0.502	0.733
HOXA9	PBX2	9606.ENSP00000343619	9606.ENSP00000364190	0	0	0	0	0	0.476	0	0.687	0.829
HS2ST1	GPC1	9606.ENSP00000359581	9606.ENSP00000264039	0	0	0	0	0	0	0.400	0.566	0.728
IGF2BP2	WTAP	9606.ENSP00000410242	9606.ENSP00000351141	0	0	0	0	0.049	0	0	0.721	0.723
IGF2R	SLC22A3	9606.ENSP00000349437	9606.ENSP00000275300	0	0	0	0	0.068	0	0	0.903	0.906
IGF2R	WASHC2C	9606.ENSP00000349437	9606.ENSP00000485513	0	0	0	0	0.086	0	0	0.770	0.780
IGF2R	SLC22A2	9606.ENSP00000349437	9606.ENSP00000355920	0	0	0	0	0.068	0	0	0.884	0.887
IGHMBP2	NELFE	9606.ENSP00000255078	9606.ENSP00000364578	0	0	0	0	0.067	0.786	0	0	0.791
IL11RA	UGP2	9606.ENSP00000450565	9606.ENSP00000338703	0	0	0	0	0	0.614	0.218	0.218	0.743
IL11RA	GALT	9606.ENSP00000450565	9606.ENSP00000368119	0	0.550	0	0	0.276	0	0	0.803	0.930
IL4I1	ASNS	9606.ENSP00000472474	9606.ENSP00000377845	0	0	0	0	0.042	0	0.900	0.165	0.913
IMMT	SAMM50	9606.ENSP00000387262	9606.ENSP00000345445	0	0	0	0	0.337	0.927	0.720	0.966	0.999
IMMT	MTX1	9606.ENSP00000387262	9606.ENSP00000357360	0	0	0	0	0.092	0.334	0.720	0.818	0.965
IMMT	PHB	9606.ENSP00000387262	9606.ENSP00000479488	0	0	0	0	0.201	0.174	0	0.638	0.741
IMMT	COX18	9606.ENSP00000387262	9606.ENSP00000425261	0	0	0	0	0.049	0	0	0.804	0.806
INTS12	INTS3	9606.ENSP00000415433	9606.ENSP00000318641	0	0	0	0	0.067	0.994	0.800	0.666	0.999
INTS3	RUVBL1	9606.ENSP00000318641	9606.ENSP00000318297	0	0	0	0	0.047	0	0	0.745	0.746
INTS3	ZNF687	9606.ENSP00000318641	9606.ENSP00000319829	0	0	0	0	0.131	0.994	0	0	0.994
INTS3	INTS12	9606.ENSP00000318641	9606.ENSP00000415433	0	0	0	0	0.067	0.994	0.800	0.666	0.999
ITGA6	ACTN4	9606.ENSP00000386896	9606.ENSP00000252699	0	0	0	0	0.067	0	0.650	0.227	0.725
ITGA6	ITGB7	9606.ENSP00000386896	9606.ENSP00000267082	0	0	0	0	0.069	0.135	0.540	0.418	0.755
ITGA6	LAMB2	9606.ENSP00000386896	9606.ENSP00000307156	0	0	0	0	0.080	0	0.650	0.165	0.707
ITGA6	THBS3	9606.ENSP00000386896	9606.ENSP00000357362	0	0	0	0	0.055	0.054	0.650	0.494	0.820
ITGB7	THBS3	9606.ENSP00000267082	9606.ENSP00000357362	0	0	0	0	0	0.069	0.650	0.189	0.712
ITGB7	ITGA6	9606.ENSP00000267082	9606.ENSP00000386896	0	0	0	0	0.069	0.135	0.540	0.418	0.755
KCNC3	KCNC4	9606.ENSP00000434241	9606.ENSP00000358802	0	0	0.062	0.956	0.128	0.362	0.400	0.297	0.740
KCNC4	KCNC3	9606.ENSP00000358802	9606.ENSP00000434241	0	0	0.062	0.956	0.128	0.362	0.400	0.297	0.740
KIF1A	PPFIA1	9606.ENSP00000438388	9606.ENSP00000253925	0	0	0	0	0.071	0.105	0	0.816	0.834
KIF1A	MADD	9606.ENSP00000438388	9606.ENSP00000310933	0	0	0	0	0	0	0	0.741	0.741
KLK3	FOLH1	9606.ENSP00000314151	9606.ENSP00000256999	0	0	0	0	0.062	0	0	0.939	0.940
KLK3	MUC1	9606.ENSP00000314151	9606.ENSP00000484824	0	0	0	0	0.185	0.094	0	0.665	0.731
KLK3	NKX3-1	9606.ENSP00000314151	9606.ENSP00000370253	0	0	0	0	0.075	0	0	0.772	0.780
KLK3	SLC45A3	9606.ENSP00000314151	9606.ENSP00000356113	0	0	0	0	0.049	0	0	0.893	0.894
KLK3	MSMB	9606.ENSP00000314151	9606.ENSP00000463092	0	0	0	0	0.074	0.329	0	0.884	0.921
KMT5B	SETDB1	9606.ENSP00000305899	9606.ENSP00000271640	0	0	0	0	0.074	0	0	0.812	0.818
KPNA5	WDPCP	9606.ENSP00000357552	9606.ENSP00000272321	0	0	0	0	0.782	0	0	0	0.782
KRT7	KRT8	9606.ENSP00000329243	9606.ENSP00000449404	0	0	0.055	0.955	0.342	0	0.400	0.400	0.746
KRT7	MUC1	9606.ENSP00000329243	9606.ENSP00000484824	0	0	0	0	0.169	0.099	0	0.716	0.768
KRT8	KRT7	9606.ENSP00000449404	9606.ENSP00000329243	0	0	0.055	0.955	0.342	0	0.400	0.400	0.746
LAMB2	NID2	9606.ENSP00000307156	9606.ENSP00000216286	0	0	0	0	0.100	0.180	0.500	0.403	0.750
LAMB2	ITGA6	9606.ENSP00000307156	9606.ENSP00000386896	0	0	0	0	0.080	0	0.650	0.165	0.707
LAMB2	DAG1	9606.ENSP00000307156	9606.ENSP00000442600	0	0	0	0	0.109	0.100	0.650	0.257	0.763
LIME1	ZGPAT	9606.ENSP00000309521	9606.ENSP00000332013	0	0.107	0	0	0.212	0	0	0.620	0.709
LMTK2	MSMB	9606.ENSP00000297293	9606.ENSP00000463092	0	0	0	0	0	0	0	0.726	0.726
LRP5	WNT10B	9606.ENSP00000294304	9606.ENSP00000301061	0	0	0	0	0	0.204	0.650	0.992	0.997
LSM2	PRPF6	9606.ENSP00000364813	9606.ENSP00000266079	0	0	0	0	0.083	0.973	0.900	0.521	0.998
LSM2	SF3B4	9606.ENSP00000364813	9606.ENSP00000271628	0	0	0	0	0.067	0.896	0.900	0.270	0.991
LSM2	DDX23	9606.ENSP00000364813	9606.ENSP00000310723	0	0	0	0	0.097	0.866	0.900	0.281	0.990
LSM2	USP39	9606.ENSP00000364813	9606.ENSP00000312981	0	0	0	0	0.075	0.800	0.900	0.531	0.990
LSM2	PRPF3	9606.ENSP00000364813	9606.ENSP00000315379	0	0	0	0	0.067	0.997	0.900	0.401	0.999
LSM2	SF3B2	9606.ENSP00000364813	9606.ENSP00000318861	0	0	0	0	0.058	0.944	0.900	0.135	0.994
LSM2	NAA38	9606.ENSP00000364813	9606.ENSP00000332103	0	0	0	0	0.117	0.740	0	0.250	0.813
LSM2	DDX39B	9606.ENSP00000364813	9606.ENSP00000416269	0	0	0	0	0.172	0.126	0.540	0.243	0.714
LSM2	DHX16	9606.ENSP00000364813	9606.ENSP00000365625	0	0	0	0	0.062	0.311	0.900	0.354	0.952
LST1	AIF1	9606.ENSP00000365261	9606.ENSP00000365227	0	0	0	0	0.787	0	0	0.184	0.818
LST1	NFKBIL1	9606.ENSP00000365261	9606.ENSP00000365318	0	0	0	0	0	0	0	0.716	0.716
LST1	ABHD16A	9606.ENSP00000365261	9606.ENSP00000379282	0	0	0	0	0.049	0	0	0.761	0.762
LTO1	CCND1	9606.ENSP00000279147	9606.ENSP00000227507	0	0	0	0	0.087	0	0	0.695	0.709
LTO1	PPFIA1	9606.ENSP00000279147	9606.ENSP00000253925	0	0	0	0	0.095	0	0	0.740	0.755
MADD	KIF1A	9606.ENSP00000310933	9606.ENSP00000438388	0	0	0	0	0	0	0	0.741	0.741
MAP4K1	NCK1	9606.ENSP00000465039	9606.ENSP00000417273	0	0	0	0	0.044	0.764	0	0.371	0.845
MBD2	MTA3	9606.ENSP00000256429	9606.ENSP00000385823	0	0	0	0	0.076	0.882	0.540	0.572	0.975
MCAT	MRPS10	9606.ENSP00000290429	9606.ENSP00000053468	0.050	0	0	0	0.168	0.871	0	0.045	0.891
MCAT	PTCD3	9606.ENSP00000290429	9606.ENSP00000254630	0	0	0	0	0.055	0.860	0	0	0.862
MCAT	MRPS18B	9606.ENSP00000290429	9606.ENSP00000259873	0	0	0	0	0.120	0.867	0	0	0.878
MCAT	ADSL	9606.ENSP00000290429	9606.ENSP00000485525	0.059	0	0	0	0.822	0	0	0.090	0.835
MCAT	MRPS21	9606.ENSP00000290429	9606.ENSP00000461930	0	0	0	0	0.068	0.880	0	0.044	0.884
MCAT	DAP3	9606.ENSP00000290429	9606.ENSP00000357320	0	0	0	0	0.136	0.929	0	0	0.936
MCAT	ACACA	9606.ENSP00000290429	9606.ENSP00000483300	0.117	0	0	0	0.250	0	0.900	0.678	0.975
MDC1	SMARCC1	9606.ENSP00000365588	9606.ENSP00000254480	0	0	0	0	0.092	0.690	0	0.106	0.727
MDC1	RAD9A	9606.ENSP00000365588	9606.ENSP00000311360	0	0	0	0	0.064	0.251	0	0.898	0.922
MDC1	ATRIP	9606.ENSP00000365588	9606.ENSP00000323099	0	0	0	0	0.067	0	0	0.735	0.742
MDC1	YIF1B	9606.ENSP00000365588	9606.ENSP00000343435	0	0	0	0	0.044	0	0	0.751	0.751
MDC1	TRRAP	9606.ENSP00000365588	9606.ENSP00000352925	0	0	0	0	0.233	0	0	0.626	0.701
MDC1	SMARCD1	9606.ENSP00000365588	9606.ENSP00000378414	0	0	0	0	0.097	0.700	0	0	0.718
MEF2D	NFATC3	9606.ENSP00000271555	9606.ENSP00000300659	0	0	0	0	0.064	0	0.900	0.275	0.926
METAP1D	ETFB	9606.ENSP00000315152	9606.ENSP00000346173	0.218	0	0	0	0.086	0.797	0	0.324	0.888
MICA	MICB	9606.ENSP00000413079	9606.ENSP00000252229	0	0	0.051	0.978	0.107	0.139	0.900	0.056	0.918
MICB	CD33	9606.ENSP00000252229	9606.ENSP00000262262	0	0	0	0	0.043	0.130	0	0.731	0.756
MICB	MICA	9606.ENSP00000252229	9606.ENSP00000413079	0	0	0.051	0.978	0.107	0.139	0.900	0.056	0.918
MKNK1	EIF4A1	9606.ENSP00000498083	9606.ENSP00000293831	0	0	0	0	0	0	0	0.927	0.927
MRPL18	MRPS10	9606.ENSP00000356001	9606.ENSP00000053468	0	0	0	0	0.434	0.852	0	0.325	0.938
MRPL18	PTCD3	9606.ENSP00000356001	9606.ENSP00000254630	0	0	0	0	0.075	0.815	0	0	0.821
MRPL18	MRPS18B	9606.ENSP00000356001	9606.ENSP00000259873	0	0	0	0	0.181	0.829	0	0.256	0.887
MRPL18	MRPL21	9606.ENSP00000356001	9606.ENSP00000354580	0	0	0	0	0.289	0.909	0	0	0.933
MRPL18	NSUN4	9606.ENSP00000356001	9606.ENSP00000419740	0	0	0	0	0.059	0.800	0	0	0.803
MRPL18	MTERF4	9606.ENSP00000356001	9606.ENSP00000480378	0	0	0	0	0.093	0.817	0	0	0.827
MRPL18	DAP3	9606.ENSP00000356001	9606.ENSP00000357320	0	0	0	0	0.171	0.829	0	0	0.852
MRPL18	MRPS21	9606.ENSP00000356001	9606.ENSP00000461930	0	0	0	0	0.271	0.829	0	0	0.870
MRPL18	MRPL45	9606.ENSP00000356001	9606.ENSP00000484903	0	0	0	0	0.166	0.957	0	0	0.962
MRPL18	MRPL9	9606.ENSP00000356001	9606.ENSP00000357823	0	0	0	0	0.290	0.951	0	0	0.964
MRPL21	MRPS10	9606.ENSP00000354580	9606.ENSP00000053468	0	0	0	0	0.841	0.967	0	0.647	0.998
MRPL21	SEC61A1	9606.ENSP00000354580	9606.ENSP00000243253	0	0	0	0	0.578	0.429	0	0.196	0.789
MRPL21	PTCD3	9606.ENSP00000354580	9606.ENSP00000254630	0	0	0	0	0.055	0.815	0	0.299	0.866
MRPL21	MRPS18B	9606.ENSP00000354580	9606.ENSP00000259873	0	0	0	0	0.221	0.829	0	0.305	0.899
MRPL21	ABCF1	9606.ENSP00000354580	9606.ENSP00000313603	0.046	0	0	0	0.195	0.752	0	0	0.793
MRPL21	MTERF4	9606.ENSP00000354580	9606.ENSP00000480378	0	0	0	0	0.049	0.817	0	0.070	0.824
MRPL21	NSUN4	9606.ENSP00000354580	9606.ENSP00000419740	0.047	0	0	0	0.068	0.800	0	0.212	0.841
MRPL21	MRPS21	9606.ENSP00000354580	9606.ENSP00000461930	0	0	0	0	0.327	0.829	0	0.092	0.886
MRPL21	MRPL45	9606.ENSP00000354580	9606.ENSP00000484903	0	0	0	0	0.228	0.864	0	0.077	0.894
MRPL21	MRPL18	9606.ENSP00000354580	9606.ENSP00000356001	0	0	0	0	0.289	0.909	0	0	0.933
MRPL21	RPL7L1	9606.ENSP00000354580	9606.ENSP00000418221	0.057	0	0	0	0.688	0.752	0	0.390	0.949
MRPL21	PDCD11	9606.ENSP00000354580	9606.ENSP00000358812	0.059	0	0	0	0.824	0.898	0	0.353	0.987
MRPL21	DAP3	9606.ENSP00000354580	9606.ENSP00000357320	0	0	0	0	0.148	0.991	0	0.320	0.994
MRPL21	MRPL9	9606.ENSP00000354580	9606.ENSP00000357823	0.089	0	0	0	0.965	0.993	0	0.594	0.999
MRPL45	MRPS10	9606.ENSP00000484903	9606.ENSP00000053468	0	0	0	0	0.266	0.818	0	0.391	0.912
MRPL45	PTCD3	9606.ENSP00000484903	9606.ENSP00000254630	0	0	0	0	0.055	0.815	0	0.446	0.894
MRPL45	MRPS18B	9606.ENSP00000484903	9606.ENSP00000259873	0	0	0	0	0.138	0.863	0	0.647	0.954
MRPL45	MRPL21	9606.ENSP00000484903	9606.ENSP00000354580	0	0	0	0	0.228	0.864	0	0.077	0.894
MRPL45	MRPL18	9606.ENSP00000484903	9606.ENSP00000356001	0	0	0	0	0.166	0.957	0	0	0.962
MRPL45	DAP3	9606.ENSP00000484903	9606.ENSP00000357320	0	0	0	0	0.410	0.815	0	0.566	0.948
MRPL45	MRPL9	9606.ENSP00000484903	9606.ENSP00000357823	0	0	0	0	0.130	0.959	0	0.167	0.967
MRPL45	NSUN4	9606.ENSP00000484903	9606.ENSP00000419740	0	0	0	0	0.049	0.800	0	0.101	0.814
MRPL45	MRPS21	9606.ENSP00000484903	9606.ENSP00000461930	0	0	0	0	0.146	0.815	0	0.508	0.915
MRPL45	MTERF4	9606.ENSP00000484903	9606.ENSP00000480378	0	0	0	0	0.105	0.811	0	0.128	0.839
MRPL9	MRPS10	9606.ENSP00000357823	9606.ENSP00000053468	0.071	0	0	0	0.834	0.967	0	0.614	0.997
MRPL9	SEC61A1	9606.ENSP00000357823	9606.ENSP00000243253	0.050	0	0	0	0.824	0.429	0	0.134	0.906
MRPL9	PTCD3	9606.ENSP00000357823	9606.ENSP00000254630	0	0	0	0	0.106	0.815	0	0.313	0.876
MRPL9	MRPS18B	9606.ENSP00000357823	9606.ENSP00000259873	0	0	0	0	0.156	0.829	0	0.167	0.869
MRPL9	POLR1A	9606.ENSP00000357823	9606.ENSP00000263857	0	0	0	0	0.309	0.440	0	0.349	0.726
MRPL9	MRPL21	9606.ENSP00000357823	9606.ENSP00000354580	0.089	0	0	0	0.965	0.993	0	0.594	0.999
MRPL9	MRPL18	9606.ENSP00000357823	9606.ENSP00000356001	0	0	0	0	0.290	0.951	0	0	0.964
MRPL9	DAP3	9606.ENSP00000357823	9606.ENSP00000357320	0	0	0	0	0.327	0.950	0	0.358	0.976
MRPL9	NSUN4	9606.ENSP00000357823	9606.ENSP00000419740	0	0	0	0	0.062	0.800	0	0	0.804
MRPL9	MTERF4	9606.ENSP00000357823	9606.ENSP00000480378	0	0	0	0	0.060	0.817	0	0	0.821
MRPL9	MRPS21	9606.ENSP00000357823	9606.ENSP00000461930	0	0	0	0	0.321	0.829	0	0.116	0.888
MRPL9	RPL7L1	9606.ENSP00000357823	9606.ENSP00000418221	0	0	0	0	0.697	0.752	0	0.267	0.940
MRPL9	MRPL45	9606.ENSP00000357823	9606.ENSP00000484903	0	0	0	0	0.130	0.959	0	0.167	0.967
MRPL9	PDCD11	9606.ENSP00000357823	9606.ENSP00000358812	0.073	0	0	0	0.719	0.898	0	0.353	0.980
MRPS10	QARS1	9606.ENSP00000053468	9606.ENSP00000307567	0.042	0	0	0	0.410	0.498	0	0.191	0.740
MRPS10	POLR1A	9606.ENSP00000053468	9606.ENSP00000263857	0.111	0	0	0	0.405	0.476	0	0.279	0.773
MRPS10	RPL22L1	9606.ENSP00000053468	9606.ENSP00000346080	0	0	0	0	0.405	0.748	0	0.166	0.864
MRPS10	ACO2	9606.ENSP00000053468	9606.ENSP00000216254	0	0	0	0	0.117	0.845	0	0.091	0.864
MRPS10	SEC61A1	9606.ENSP00000053468	9606.ENSP00000243253	0.111	0	0	0	0.698	0.489	0	0.181	0.873
MRPS10	MCAT	9606.ENSP00000053468	9606.ENSP00000290429	0.050	0	0	0	0.168	0.871	0	0.045	0.891
MRPS10	RPL7L1	9606.ENSP00000053468	9606.ENSP00000418221	0.095	0	0	0	0.635	0.595	0	0.367	0.904
MRPS10	MRPL45	9606.ENSP00000053468	9606.ENSP00000484903	0	0	0	0	0.266	0.818	0	0.391	0.912
MRPS10	MRPL18	9606.ENSP00000053468	9606.ENSP00000356001	0	0	0	0	0.434	0.852	0	0.325	0.938
MRPS10	PDCD11	9606.ENSP00000053468	9606.ENSP00000358812	0.063	0	0	0	0.834	0.831	0	0.347	0.980
MRPS10	PTCD3	9606.ENSP00000053468	9606.ENSP00000254630	0	0	0	0	0.090	0.939	0.800	0.480	0.993
MRPS10	MRPS21	9606.ENSP00000053468	9606.ENSP00000461930	0	0	0	0	0.258	0.887	0.900	0.290	0.993
MRPS10	MRPL9	9606.ENSP00000053468	9606.ENSP00000357823	0.071	0	0	0	0.834	0.967	0	0.614	0.997
MRPS10	MRPL21	9606.ENSP00000053468	9606.ENSP00000354580	0	0	0	0	0.841	0.967	0	0.647	0.998
MRPS10	MRPS18B	9606.ENSP00000053468	9606.ENSP00000259873	0	0	0	0	0.360	0.954	0.900	0.477	0.998
MRPS10	DAP3	9606.ENSP00000053468	9606.ENSP00000357320	0	0	0	0	0.381	0.997	0.800	0.625	0.999
MRPS18B	MRPS10	9606.ENSP00000259873	9606.ENSP00000053468	0	0	0	0	0.360	0.954	0.900	0.477	0.998
MRPS18B	PTCD3	9606.ENSP00000259873	9606.ENSP00000254630	0	0	0	0	0.110	0.974	0.540	0.447	0.993
MRPS18B	MRPL9	9606.ENSP00000259873	9606.ENSP00000357823	0	0	0	0	0.156	0.829	0	0.167	0.869
MRPS18B	MCAT	9606.ENSP00000259873	9606.ENSP00000290429	0	0	0	0	0.120	0.867	0	0	0.878
MRPS18B	MRPL18	9606.ENSP00000259873	9606.ENSP00000356001	0	0	0	0	0.181	0.829	0	0.256	0.887
MRPS18B	MRPL21	9606.ENSP00000259873	9606.ENSP00000354580	0	0	0	0	0.221	0.829	0	0.305	0.899
MRPS18B	MRPL45	9606.ENSP00000259873	9606.ENSP00000484903	0	0	0	0	0.138	0.863	0	0.647	0.954
MRPS18B	MRPS21	9606.ENSP00000259873	9606.ENSP00000461930	0	0	0	0	0.111	0.933	0.900	0.426	0.996
MRPS18B	DAP3	9606.ENSP00000259873	9606.ENSP00000357320	0	0	0	0	0.182	0.981	0.720	0.741	0.998
MRPS21	MRPS10	9606.ENSP00000461930	9606.ENSP00000053468	0	0	0	0	0.258	0.887	0.900	0.290	0.993
MRPS21	PTCD3	9606.ENSP00000461930	9606.ENSP00000254630	0	0	0	0	0.097	0.855	0.800	0.413	0.982
MRPS21	MRPS18B	9606.ENSP00000461930	9606.ENSP00000259873	0	0	0	0	0.111	0.933	0.900	0.426	0.996
MRPS21	MCAT	9606.ENSP00000461930	9606.ENSP00000290429	0	0	0	0	0.068	0.880	0	0.044	0.884
MRPS21	MRPL21	9606.ENSP00000461930	9606.ENSP00000354580	0	0	0	0	0.327	0.829	0	0.092	0.886
MRPS21	MRPL18	9606.ENSP00000461930	9606.ENSP00000356001	0	0	0	0	0.271	0.829	0	0	0.870
MRPS21	DAP3	9606.ENSP00000461930	9606.ENSP00000357320	0	0	0	0	0.321	0.887	0.800	0.485	0.991
MRPS21	MRPL9	9606.ENSP00000461930	9606.ENSP00000357823	0	0	0	0	0.321	0.829	0	0.116	0.888
MRPS21	MRPL45	9606.ENSP00000461930	9606.ENSP00000484903	0	0	0	0	0.146	0.815	0	0.508	0.915
MSH5	SLC39A1	9606.ENSP00000364855	9606.ENSP00000357612	0	0	0	0	0.080	0	0	0.741	0.751
MSMB	LMTK2	9606.ENSP00000463092	9606.ENSP00000297293	0	0	0	0	0	0	0	0.726	0.726
MSMB	KLK3	9606.ENSP00000463092	9606.ENSP00000314151	0	0	0	0	0.074	0.329	0	0.884	0.921
MSMB	SLC45A3	9606.ENSP00000463092	9606.ENSP00000356113	0	0	0	0	0	0	0	0.769	0.769
MSMB	NKX3-1	9606.ENSP00000463092	9606.ENSP00000370253	0	0	0	0	0.108	0	0	0.703	0.723
MTA3	MBD2	9606.ENSP00000385823	9606.ENSP00000256429	0	0	0	0	0.076	0.882	0.540	0.572	0.975
MTCH2	SLC25A17	9606.ENSP00000303222	9606.ENSP00000390722	0	0	0	0	0.149	0	0	0.830	0.849
MTERF4	MRPL21	9606.ENSP00000480378	9606.ENSP00000354580	0	0	0	0	0.049	0.817	0	0.070	0.824
MTERF4	MRPL18	9606.ENSP00000480378	9606.ENSP00000356001	0	0	0	0	0.093	0.817	0	0	0.827
MTERF4	MRPL9	9606.ENSP00000480378	9606.ENSP00000357823	0	0	0	0	0.060	0.817	0	0	0.821
MTERF4	NSUN4	9606.ENSP00000480378	9606.ENSP00000419740	0	0	0	0	0.082	0.972	0.900	0.997	0.999
MTERF4	MRPL45	9606.ENSP00000480378	9606.ENSP00000484903	0	0	0	0	0.105	0.811	0	0.128	0.839
MTX1	SAMM50	9606.ENSP00000357360	9606.ENSP00000345445	0	0	0	0	0.115	0.935	0.800	0.917	0.998
MTX1	MUC1	9606.ENSP00000357360	9606.ENSP00000484824	0	0	0	0	0.049	0.059	0	0.713	0.720
MTX1	THBS3	9606.ENSP00000357360	9606.ENSP00000357362	0	0	0	0	0.063	0.054	0	0.905	0.908
MTX1	IMMT	9606.ENSP00000357360	9606.ENSP00000387262	0	0	0	0	0.092	0.334	0.720	0.818	0.965
MUC1	FOLH1	9606.ENSP00000484824	9606.ENSP00000256999	0	0	0	0	0	0.045	0	0.757	0.758
MUC1	GPC1	9606.ENSP00000484824	9606.ENSP00000264039	0	0	0	0	0.059	0	0	0.744	0.748
MUC1	KLK3	9606.ENSP00000484824	9606.ENSP00000314151	0	0	0	0	0.185	0.094	0	0.665	0.731
MUC1	KRT7	9606.ENSP00000484824	9606.ENSP00000329243	0	0	0	0	0.169	0.099	0	0.716	0.768
MUC1	MTX1	9606.ENSP00000484824	9606.ENSP00000357360	0	0	0	0	0.049	0.059	0	0.713	0.720
MUC1	THBS3	9606.ENSP00000484824	9606.ENSP00000357362	0	0	0	0	0.107	0.098	0	0.665	0.706
MUTYH	RAD9A	9606.ENSP00000500891	9606.ENSP00000311360	0	0	0	0	0.084	0.536	0	0.891	0.949
MUTYH	RAD51C	9606.ENSP00000500891	9606.ENSP00000336701	0	0	0	0	0.049	0	0	0.768	0.770
MUTYH	POLD1	9606.ENSP00000500891	9606.ENSP00000472445	0.111	0	0	0	0.138	0	0	0.868	0.890
MYC	USP28	9606.ENSP00000478887	9606.ENSP00000003302	0	0	0	0	0	0.791	0.700	0.507	0.966
MYC	CCND1	9606.ENSP00000478887	9606.ENSP00000227507	0	0	0	0	0.067	0	0.400	0.950	0.969
MYC	SMARCC1	9606.ENSP00000478887	9606.ENSP00000254480	0	0	0	0	0.067	0.472	0	0.624	0.798
MYC	POU5F1	9606.ENSP00000478887	9606.ENSP00000259915	0	0	0	0	0.082	0.226	0	0.943	0.956
MYC	CCNT1	9606.ENSP00000478887	9606.ENSP00000261900	0	0	0	0	0.054	0.778	0	0.894	0.975
MYC	CDC25A	9606.ENSP00000478887	9606.ENSP00000303706	0	0	0	0	0.088	0.053	0.750	0.797	0.950
MYC	RUVBL1	9606.ENSP00000478887	9606.ENSP00000318297	0	0	0	0	0.072	0.716	0	0.893	0.969
MYC	SREBF1	9606.ENSP00000478887	9606.ENSP00000348069	0	0	0	0	0.049	0.060	0	0.804	0.810
MYC	CASP8	9606.ENSP00000478887	9606.ENSP00000351273	0	0	0	0	0.067	0.124	0	0.763	0.790
MYC	ARNT	9606.ENSP00000478887	9606.ENSP00000351407	0	0	0	0	0	0.187	0	0.695	0.741
MYC	TRRAP	9606.ENSP00000478887	9606.ENSP00000352925	0	0	0	0	0.061	0.875	0	0.993	0.999
MYC	BRD2	9606.ENSP00000478887	9606.ENSP00000378702	0	0	0	0	0.054	0.346	0	0.587	0.722
MYC	RHOA	9606.ENSP00000478887	9606.ENSP00000400175	0	0	0	0	0.049	0.045	0	0.724	0.727
NAA38	LSM2	9606.ENSP00000332103	9606.ENSP00000364813	0	0	0	0	0.117	0.740	0	0.250	0.813
NAB1	EGR3	9606.ENSP00000336894	9606.ENSP00000318057	0	0	0	0	0.042	0.094	0	0.949	0.952
NCK1	NCKIPSD	9606.ENSP00000417273	9606.ENSP00000294129	0	0	0	0	0.049	0.620	0.400	0.980	0.995
NCK1	SH3PXD2A	9606.ENSP00000417273	9606.ENSP00000348215	0	0	0	0.578	0.042	0	0	0.793	0.793
NCK1	ADAM15	9606.ENSP00000417273	9606.ENSP00000349436	0	0	0	0	0	0.480	0	0.506	0.732
NCK1	SHC1	9606.ENSP00000417273	9606.ENSP00000401303	0	0	0	0.572	0.049	0	0	0.968	0.969
NCK1	MAP4K1	9606.ENSP00000417273	9606.ENSP00000465039	0	0	0	0	0.044	0.764	0	0.371	0.845
NCKIPSD	SCRN2	9606.ENSP00000294129	9606.ENSP00000290216	0	0	0	0	0.085	0.761	0	0.071	0.779
NCKIPSD	NCK1	9606.ENSP00000294129	9606.ENSP00000417273	0	0	0	0	0.049	0.620	0.400	0.980	0.995
NCOA6	RRP7A	9606.ENSP00000363929	9606.ENSP00000321449	0	0	0	0	0.197	0.638	0	0.154	0.732
NCOA6	PDCD11	9606.ENSP00000363929	9606.ENSP00000358812	0	0	0	0	0.293	0.639	0	0.133	0.759
NCOA6	AATF	9606.ENSP00000363929	9606.ENSP00000477848	0	0	0	0	0.605	0.786	0	0.203	0.926
NDUFA6	UQCRC1	9606.ENSP00000482543	9606.ENSP00000203407	0	0	0	0	0.242	0.968	0.216	0.418	0.987
NDUFA6	NDUFS6	9606.ENSP00000482543	9606.ENSP00000274137	0	0	0	0	0.921	0.998	0.967	0.913	0.999
NDUFA6	NDUFAF3	9606.ENSP00000482543	9606.ENSP00000323076	0	0	0	0	0.065	0	0.893	0.294	0.923
NDUFA6	HLA-A	9606.ENSP00000482543	9606.ENSP00000379873	0	0	0	0	0	0	0	0.705	0.705
NDUFAF3	NDUFS6	9606.ENSP00000323076	9606.ENSP00000274137	0	0	0	0	0.201	0	0.838	0.631	0.948
NDUFAF3	ACAD9	9606.ENSP00000323076	9606.ENSP00000312618	0	0	0	0	0.057	0.994	0.500	0.546	0.998
